seed,step,action,did_reuse,cumulative_reuse,mse,improvement,nodes,repo_size,improvement_count,deletion_count,reward
4,13,0,False,0,0.005681917537003756,0.2735777045600116,4,1,1,0,0.008290488777371744
4,14,0,False,0,0.29638200998306274,0.0,4,1,1,0,-0.064384534334143
5,0,0,False,0,0.48078760504722595,inf,4,1,1,0,-0.10851720596353213
5,1,0,False,0,0.028900697827339172,0.4518869072198868,4,1,1,0,0.004454520841439566
5,2,0,False,0,0.0,0.028900697827339172,4,1,1,0,0.011679695298274359
5,3,1,False,0,0.23860570788383484,0.0,3,1,1,0,-0.06785554066300392
5,4,1,False,0,0.0018252866575494409,0.2367804212262854,3,1,1,0,0.011071266412424546
5,5,1,False,0,3.3143674954771996e-05,0.0017921429825946689,3,1,1,0,0.011668647406622767
5,6,1,False,0,0.05401334911584854,0.0,3,1,1,0,-0.0063247544070084896
5,7,1,False,0,0.09502990543842316,0.0,3,1,1,0,-0.019996939847866692
5,8,0,False,0,0.000571901910007,0.09445800352841616,4,1,1,0,0.011536719820772609
5,9,0,False,0,0.0036949950736016035,0.0,4,1,1,0,0.010755946529873958
5,10,1,False,0,0.005420216359198093,0.0,3,1,1,0,0.009872956511874994
5,11,1,False,0,0.3166889548301697,0.0,3,1,1,0,-0.09388328964511554
5,12,0,False,0,0.000257710664300248,0.31643124416586943,4,1,1,0,0.011615267632199297
5,13,0,False,0,0.11243711411952972,0.0,4,1,1,0,-0.01642958323160807
5,14,1,False,0,0.06905494630336761,0.04338216781616211,3,1,1,0,-0.011338620136181513
6,0,0,False,0,0.08201010525226593,inf,4,1,1,0,-0.012376902624964714
6,1,0,False,0,0.1633661985397339,0.0,4,1,1,0,-0.0327159259468317
6,2,0,False,0,0.14483174681663513,0.018534451723098755,4,1,1,0,-0.028082313016057014
6,3,0,False,0,0.02707844041287899,0.11775330640375614,4,1,1,0,0.001356013584882021
6,4,0,False,0,0.09514882415533066,0.0,4,1,1,0,-0.015661582350730896
6,5,1,False,0,0.15540239214897156,0.0,3,1,1,0,-0.04367517369488875
6,6,0,False,0,0.0808919295668602,0.07451046258211136,4,1,1,0,-0.012097358703613281
6,7,0,False,0,0.019336402416229248,0.06155552715063095,4,1,1,0,0.0032915230840444565
6,8,0,False,0,0.251194566488266,0.0,4,1,1,0,-0.05467301793396473
6,9,0,False,0,0.15069304406642914,0.10050152242183685,4,1,1,0,-0.029547637328505516
6,10,0,False,0,0.2182665765285492,0.0,4,1,1,0,-0.04644102044403553
6,11,0,False,0,0.05480460077524185,0.16346197575330734,4,1,1,0,-0.0055755265057086945
6,12,0,False,0,0.19330687820911407,0.0,4,1,1,0,-0.04020109586417675
6,13,0,False,0,0.13489170372486115,0.05841517448425293,4,1,1,0,-0.025597302243113518
6,14,0,False,0,0.14759430289268494,0.0,4,1,1,0,-0.028772952035069466
7,0,0,False,0,0.8196953535079956,inf,4,1,1,0,-0.1979926290611426
7,1,1,False,0,0.5107718706130981,0.30892348289489746,3,1,1,0,-0.16332608088850975
7,2,0,False,0,0.02912294492125511,0.48164892569184303,4,1,1,0,-0.0003495269144574804
7,3,0,False,0,0.5599467158317566,0.0,4,1,1,0,-0.13305546964208284
7,4,0,False,0,0.45287132263183594,0.10707539319992065,4,1,1,0,-0.10628662134210269
7,5,1,False,0,0.5802484750747681,0.0,3,1,1,0,-0.1864849490423997
7,6,1,False,0,0.22000448405742645,0.3602439910173416,3,1,1,0,-0.06640361870328586
7,7,0,False,0,0.3934878408908844,0.0,4,1,1,0,-0.0914407509068648
7,8,0,False,0,0.6053444743156433,0.0,4,1,1,0,-0.14440490926305452
7,9,0,False,0,0.21106639504432678,0.39427807927131653,4,1,1,0,-0.045835389445225395
7,10,0,False,0,0.4510941505432129,0.0,4,1,1,0,-0.10584232831994693
7,11,0,False,0,0.07621143758296967,0.3748827129602432,4,1,1,0,-0.01212165007988612
7,12,0,False,0,0.377093642950058,0.0,4,1,1,0,-0.0873422014216582
7,13,1,False,0,0.7491881251335144,0.0,3,1,1,0,-0.24279816572864849
7,14,0,False,0,0.6197808980941772,0.12940722703933716,4,1,1,0,-0.148014015207688
8,0,0,False,0,0.04158327355980873,inf,4,1,1,0,0.00016743720819552797
8,1,0,False,0,0.1314115822315216,0.0,4,1,1,0,-0.02228963995973269
8,2,0,False,0,0.024619681760668755,0.10679190047085285,4,1,1,0,0.004408335157980522
8,3,0,False,0,0.12350509315729141,0.0,4,1,1,0,-0.02031301769117514
8,4,1,False,0,0.012860296294093132,0.11064479686319828,3,1,1,0,0.006276490166783334
8,5,0,False,0,0.09082863479852676,0.0,4,1,1,0,-0.01214390310148398
8,6,0,False,0,0.03981078788638115,0.051017846912145615,4,1,1,0,0.0006105586265524234
8,7,1,False,0,0.16928184032440186,0.0,3,1,1,0,-0.04586402450998624
8,8,0,False,0,0.024225886911153793,0.14505595341324806,4,1,1,0,0.004506783870359262
8,9,0,False,0,0.0,0.024225886911153793,4,1,1,0,0.01056325559814771
8,10,1,False,0,6.643716915277764e-06,0.0,3,1,1,0,0.010561041025842618
8,11,1,False,0,0.06688243895769119,0.0,3,1,1,0,-0.011730890721082686
8,12,1,False,0,0.21907982230186462,0.0,3,1,1,0,-0.06246335183580717
8,13,0,False,0,0.0008813816239126027,0.21819844067795202,4,1,1,0,0.01034291019216956
8,14,0,False,0,0.28647223114967346,0.0,4,1,1,0,-0.06105480218927065
9,0,0,False,0,0.05722057819366455,inf,4,1,1,0,-0.004141914347807566
9,1,0,False,0,0.02277522347867489,0.03444535471498966,4,1,1,0,0.00446942433093985
9,2,1,False,0,0.08210305124521255,0.0,3,1,1,0,-0.017204453547795616
9,3,1,False,0,0.28332194685935974,0.0,3,1,1,0,-0.08427741875251135
9,4,0,False,0,0.009176565334200859,0.2741453815251589,4,1,1,0,0.007869088867058357
9,5,0,False,0,0.01656978204846382,0.0,4,1,1,0,0.006020784688492617
9,6,0,False,0,0.291692852973938,0.0,4,1,1,0,-0.06275998304287593
9,7,0,False,0,0.08607291430234909,0.2056199386715889,4,1,1,0,-0.0113549983749787
9,8,1,False,0,0.013667034916579723,0.07240587938576937,3,1,1,0,0.005607551895081998
9,9,0,False,0,0.43918338418006897,0.0,4,1,1,0,-0.09963261584440868
9,10,1,False,0,0.2409679889678955,0.19821539521217346,3,1,1,0,-0.07015943278868994
9,11,0,False,0,0.04632015526294708,0.19464783370494843,4,1,1,0,-0.0014168086151281987
9,12,0,False,0,0.034092456102371216,0.012227699160575867,4,1,1,0,0.001640116175015768
9,13,0,False,0,0.12002231180667877,0.0,4,1,1,0,-0.01984234775106112
9,14,0,False,0,0.1903844177722931,0.0,4,1,1,0,-0.0374328742424647
